,a,b,c,d,e,id
3699,300,0,3.6,300,8700,2
3700,300,300,3.6,300,2700,2
3701,300,0,4,300,39900,2
3702,300,0,9.2,300,2400,2
3703,300,300,4.4,300,36300,2
3704,300,0,3.6,300,6000,2
3705,300,0,4,300,22800,2
3706,300,300,12,300,6900,2
3707,300,0,6,300,1500,2
3708,300,300,6,300,0,2
3709,300,0,12.8,300,3300,2
3710,300,300,4.4,300,900,2
3711,600,300,29.6,600,1200,2
3712,600,1800,42,600,0,2
3713,600,300,26,600,5700,2
3714,600,300,6.8,600,3600,2
3715,300,300,16.4,300,1200,2
3716,300,0,4,300,4800,2
3717,600,600,5.6,600,0,2
3718,300,0,4,300,900,2
3719,300,0,4,300,1200,2
3720,300,0,4,300,300,2
3721,300,0,4,300,900,2
3722,300,300,3.6,300,7800,2
3723,300,0,4,300,23400,2
3724,600,600,4.8,600,9000,2
3725,600,1200,21.6,600,0,2
3726,1200,300,7.6,1200,19500,2
3727,300,300,3.6,300,1200,2
3728,600,300,4,600,16500,2
3729,300,0,4,300,900,2
3730,300,0,3.6,300,300,2
3731,300,0,3.6,300,1800,2
3732,300,300,4,300,4500,2
3733,300,0,3.6,300,0,2
3734,300,600,5.2,300,1200,2
3735,300,300,4,300,0,2
3736,600,300,3.6,600,0,2
3737,600,300,4.4,600,0,2
3738,300,300,3.6,300,0,2
3739,300,300,4,300,3300,2
3740,300,300,3.6,300,0,2
3741,600,300,5.2,600,1200,2
3742,300,0,4.4,300,17100,2
3743,300,0,4.4,300,900,2
3744,300,-300,26.8,300,1800,2
3745,900,1500,6.4,900,0,2
3746,600,900,5.2,600,1500,2
3747,600,600,5.81,600,5700,2
3748,300,0,3.81,300,0,2
3749,1500,300,6.4,1500,3900,2
3750,600,300,5.2,600,2700,2
3751,600,600,4.4,600,0,2
3752,300,0,3.41,300,5400,2
3753,300,0,3.21,300,0,2
3754,300,0,3.4,300,0,2
3755,600,600,3.6,600,1800,2
3756,600,600,4,600,1800,2
3757,900,300,4,900,2400,2
3758,300,0,4,300,5700,2
3759,300,300,4,300,0,2
3760,300,300,12.8,300,32100,2
3761,900,300,11.6,900,7200,2
3762,900,300,8.8,900,0,2
3763,1200,900,4.8,1200,300,2
3764,1200,1500,4.8,1200,6600,2
3765,600,300,4,600,33600,2
3766,600,600,16.4,600,8100,2
3767,600,1800,8.4,600,600,2
3768,300,0,3.6,300,0,2
3769,2700,0,4.8,2700,2700,2
3770,900,600,4.4,900,1800,2
3771,300,300,4,300,1200,2
3772,600,300,4.4,600,2100,2
3773,600,300,4,600,3300,2
3774,300,0,3.6,300,1500,2
3775,600,300,4,600,3000,2
3776,300,300,10.40333333,300,29400,2
3777,600,300,16.4,600,3300,2
3778,300,900,16.4,300,1200,2
3779,300,0,4.8,300,1200,2
3780,600,600,16.4,600,3300,2
3781,600,300,10,600,300,2
3782,900,1500,8.8,900,300,2
3783,600,900,11.6,600,0,2
3784,600,600,8.8,600,0,2
3785,600,900,6,600,600,2
3786,900,300,6,900,300,2
3787,600,600,4.4,600,6600,2
3788,300,300,4,300,0,2
3789,600,300,4.8,600,600,2
3790,300,0,4.4,300,0,2
3791,600,300,4.8,600,158100,2
3792,600,300,4.8,600,600,2
3793,300,0,4,300,600,2
3794,600,600,4,600,5400,2
3795,300,0,3.6,300,1200,2
3796,300,300,3.6,300,0,2
3797,300,300,4,300,30600,2
3798,300,0,3.6,300,2100,2
3799,300,300,4,300,10800,2
3800,900,300,4.4,900,4800,2
3801,300,0,5.6,300,15600,2
3802,300,0,3.6,300,0,2
3803,600,900,7.6,600,1200,2
3804,300,0,4.4,300,0,2
3805,300,0,7.6,300,0,2
3806,300,0,3.6,300,300,2
3807,300,0,6.8,300,1200,2
3808,300,0,4.4,300,900,2
3809,600,600,3.6,600,5700,2
3810,300,0,3.6,300,30300,2
3811,300,0,3.6,300,40500,2
3812,300,300,10.4,300,3000,2
3813,300,0,4,300,0,2
3814,300,0,4.8,300,0,2
3815,300,0,4,300,0,2
3816,600,300,4,600,1500,2
3817,300,900,4.8,300,4500,2
3818,600,300,3.81,600,43200,2
3819,600,300,7.6,600,300,2
3820,300,0,5.2,300,3300,2
3821,600,300,4,600,5400,2
3822,300,300,4,300,7200,2
3823,300,0,3.6,300,1200,2
3824,300,0,3.6,300,6900,2
3825,300,0,6.8,300,85800,2
3826,300,0,5.6,300,300,2
3827,300,0,4,300,300,2
3828,300,0,3.6,300,15900,2
3829,300,0,4,300,32400,2
3830,300,300,12.8,300,0,2
3831,300,0,6.4,300,0,2
3832,300,300,6.4,300,0,2
3833,300,300,8.4,300,0,2
3834,300,0,6.4,300,300,2
3835,600,600,8.4,600,300,2
3836,600,600,12,600,1200,2
3837,600,900,12,600,0,2
3838,600,600,12,600,0,2
3839,600,300,10,600,300,2
3840,600,300,6.4,600,15300,2
3841,300,300,4.4,300,0,2
3842,300,0,4,300,900,2
3843,300,0,3.6,300,131700,2
3844,300,0,4.8,300,7800,2
3845,300,300,6.4,300,0,2
3846,300,900,9.2,300,600,2
3847,900,600,11.6,900,600,2
3848,900,300,14,900,300,2
3849,300,0,4.4,300,21300,2
3850,300,300,8,300,300,2
3851,600,300,6.8,600,0,2
3852,300,0,5.2,300,3600,2
3853,300,300,4,300,8100,2
3854,600,600,4,600,8100,2
3855,300,300,4,300,2700,2
3856,600,300,3.4,600,3000,2
3857,300,0,3.6,300,900,2
3858,300,300,3.6,300,7800,2
3859,300,300,8.4,300,98100,2
3860,300,0,4,300,2100,2
3861,300,0,4,300,0,2
3862,300,0,7.6,300,300,2
3863,300,0,4.8,300,0,2
3864,300,600,10,300,0,2
3865,2100,300,14.4,2100,1200,2
3866,300,900,12,300,0,2
3867,300,0,3.6,300,18900,2
3868,900,300,5.2,900,0,2
3869,300,0,3.6,300,1800,2
3870,300,300,4.8,300,4200,2
3871,600,300,4.8,600,1200,2
3872,300,300,4.4,300,22200,2
3873,600,900,5.2,600,900,2
3874,600,300,3.6,600,0,2
3875,300,0,4,300,9600,2
3876,600,300,6.4,600,3300,2
3877,300,900,6.4,300,0,2
3878,300,300,6.8,300,600,2
3879,600,300,6.8,600,0,2
3880,600,300,9.6,600,26400,2
3881,300,0,3.6,300,900,2
3882,300,0,7.6,300,2700,2
3883,300,0,3.6,300,3000,2
3884,600,300,4.4,600,1200,2
3885,600,900,13.6,600,60000,2
3886,600,300,13.6,600,5400,2
3887,600,1800,16.4,600,600,2
3888,300,0,4,300,48900,2
3889,300,0,7.2,300,3300,2
3890,300,600,8.4,300,900,2
3891,900,300,10.8,900,300,2
3892,300,0,13.6,300,0,2
3893,300,300,13.6,300,0,2
3894,300,300,10.8,300,15000,2
3895,900,300,19.6,900,300,2
3896,600,900,24.8,600,300,2
3897,600,600,19.6,600,3900,2
3898,600,600,35.2,600,600,2
3899,600,0,15.6,600,0,2
3900,300,0,3.6,300,1200,2
3901,600,300,4.4,600,1200,2
3902,300,0,3.6,300,900,2
3903,600,300,4.8,600,2700,2
3904,300,0,3.6,300,0,2
3905,600,300,4,600,300,2
3906,300,0,3.6,300,179100,2
3907,300,0,3.6,300,4500,2
3908,300,600,35.4,300,32100,2
3909,600,300,41.8,600,300,2
3910,600,1500,41.8,600,0,2
3911,300,900,41.8,300,0,2
3912,600,900,29.4,600,0,2
3913,300,1200,29.4,300,300,2
3914,600,900,35.4,600,0,2
3915,600,300,23.4,600,300,2
3916,300,300,7,300,300,2
3917,300,0,3.8,300,900,2
3918,300,0,5,300,900,2
3919,300,300,5,300,300,2
3920,300,0,3.8,300,300,2
3921,300,0,3.8,300,0,2
3922,600,900,5,600,0,2
3923,600,300,5,600,300,2
3924,600,600,5,600,600,2
3925,300,0,4,300,600,2
3926,300,0,3.6,300,0,2
3927,300,0,4,300,900,2
3928,600,300,4.4,600,2700,2
3929,600,300,4,600,10200,2
3930,600,300,4,600,600,2
3931,600,300,3.41,600,4200,2
3932,600,300,3.81,600,3900,2
3933,300,0,3.81,300,0,2
3934,300,0,4.61,300,3600,2
3935,300,600,11.81,300,300,2
3936,600,600,11.81,600,600,2
3937,300,600,7.41,300,0,2
3938,900,300,7.81,900,0,2
3939,300,0,12.21,300,300,2
3940,600,300,15.01,600,300,2
3941,3000,300,19.41,3000,0,2
3942,300,600,23.41,300,1500,2
3943,600,900,23.41,600,300,2
3944,900,14700,27.81,900,0,2
3945,600,1200,29.81,600,0,2
3946,300,0,6.21,300,0,2
3947,600,0,6.21,600,0,2
3948,600,600,6.21,600,300,2
3949,300,300,4.61,300,300,2
3950,300,300,3.81,300,600,2
3951,900,300,4.61,900,900,2
3952,600,300,6.21,600,900,2
3953,600,0,5.6,600,2100,2
3954,600,300,4.4,600,0,2
3955,900,600,4.4,900,900,2
3956,600,300,5.6,600,300,2
3957,600,300,4.8,600,300,2
3958,600,300,6.4,600,300,2
3959,600,300,5.6,600,0,2
3960,600,900,5.6,600,0,2
3961,600,900,4,600,300,2
3962,600,300,3.6,600,900,2
3963,900,600,4.4,900,2700,2
3964,300,0,4.4,300,2700,2
3965,600,600,4.4,600,600,2
3966,1200,300,11.6,1200,300,2
3967,600,900,14,600,0,2
3968,300,300,17.2,300,31200,2
3969,900,600,4.4,900,9000,2
3970,300,300,4,300,4800,2
3971,600,300,4,600,5700,2
3972,600,300,4.4,600,2100,2
3973,600,300,3.6,600,6300,2
3974,900,300,4.8,900,14700,2
3975,300,300,8.4,300,300,2
3976,600,600,4,600,0,2
3977,300,600,10.4,300,0,2
3978,900,300,10.4,900,300,2
3979,300,300,23.6,300,600,2
3980,600,600,19.6,600,600,2
3981,300,600,28.4,300,4500,2
3982,300,300,23.6,300,1200,2
3983,600,900,23.6,600,600,2
3984,600,900,28,600,1200,2
3985,600,1200,28,600,900,2
3986,600,300,23.6,600,600,2
3987,300,300,8.8,300,1800,2
3988,600,300,14,600,2400,2
3989,300,300,4,300,45900,2
3990,300,300,10,300,600,2
3991,300,300,28,300,30000,2
3992,300,0,4.4,300,900,2
3993,600,900,23.6,600,0,2
3994,1200,300,25.6,1200,0,2
3995,600,0,25.6,600,0,2
3996,600,300,4.8,600,0,2
3997,600,300,4.8,600,3300,2
3998,600,600,6.4,600,300,2
3999,600,600,4.4,600,300,2
4000,300,300,4.4,300,11400,2
4001,300,0,4.8,300,22800,2
4002,300,0,4,300,2400,2
4003,600,300,28.4,600,1200,2
4004,900,300,25.6,900,300,2
4005,900,1200,16.4,900,1800,2
4006,600,1200,16.4,600,0,2
4007,600,300,16.4,600,0,2
4008,600,900,36.4,600,2100,2
4009,600,300,13.6,600,300,2
4010,300,600,20,300,20400,2
4011,300,0,4.8,300,0,2
4012,600,900,6.8,600,2700,2
4013,300,300,7.2,300,38100,2
4014,300,0,31.6,300,3000,2
4015,900,1800,25.2,900,1200,2
4016,1200,1200,20.8,1200,0,2
4017,600,900,25.2,600,0,2
4018,600,600,25.2,600,600,2
4019,300,900,29.6,300,300,2
4020,900,300,10.4,900,18300,2
4021,300,0,4,300,1800,2
4022,600,300,4.8,600,5400,2
4023,300,600,4.8,300,1800,2
4024,300,0,3.6,300,600,2
4025,600,300,4,600,4800,2
4026,300,0,3.6,300,19200,2
4027,600,900,4,600,3300,2
4028,300,0,8.4,300,1200,2
4029,1200,300,6.8,1200,0,2
4030,600,300,4,600,43200,2
4031,600,300,6,600,600,2
4032,600,300,5.2,600,1800,2
4033,300,300,3.6,300,3600,2
4034,300,0,4.8,300,30600,2
4035,300,0,12.4,300,2400,2
4036,300,300,4.4,300,41700,2
4037,600,300,4.4,600,600,2
4038,300,0,3.6,300,300,2
4039,300,0,3.6,300,12600,2
4040,300,300,4,300,900,2
4041,300,0,3.6,300,600,2
4042,300,300,4,300,5400,2
4043,300,0,3.6,300,56100,2
4044,300,0,6.4,300,0,2
4045,300,0,4,300,900,2
4046,300,0,4,300,0,2
4047,900,300,5.6,900,300,2
4048,600,300,5.6,600,0,2
4049,300,300,4,300,15600,2
4050,300,0,3.6,300,300,2
4051,300,0,3.6,300,2100,2
4052,300,300,3.6,300,2400,2
4053,300,0,4,300,4800,2
4054,300,0,3.6,300,0,2
4055,300,0,3.6,300,9000,2
4056,300,0,7.6,300,15000,2
4057,300,0,5.2,300,15900,2
4058,300,0,4.4,300,0,2
4059,300,300,4.4,300,0,2
4060,300,0,30.4,300,1200,2
4061,300,300,26,300,0,2
4062,300,300,21.6,300,0,2
4063,300,0,4.4,300,5400,2
4064,600,600,9.2,600,300,2
4065,600,300,5.2,600,300,2
4066,600,300,30.4,600,50400,2
4067,600,600,36.8,600,0,2
4068,600,1500,36.8,600,0,2
4069,600,900,6.8,600,28200,2
4070,600,600,4,600,0,2
4071,600,600,4.8,600,300,2
4072,600,300,10,600,67800,2
4073,300,300,14.4,300,0,2
4074,300,0,10,300,1500,2
4075,300,0,4.8,300,600,2
4076,300,0,4,300,900,2
4077,300,300,4,300,2400,2
4078,300,300,4,300,300,2
4079,300,300,4.8,300,600,2
4080,600,300,4,600,300,2
4081,300,300,4,300,300,2
4082,600,300,4.4,600,300,2
4083,300,0,3.6,300,2700,2
4084,300,0,4.4,300,4800,2
4085,300,0,4,300,2100,2
4086,300,0,3.6,300,15600,2
4087,300,0,3.6,300,55800,2
4088,600,300,6,600,0,2
4089,300,0,3.6,300,0,2
4090,600,900,4,600,900,2
4091,300,300,4,300,3000,2
4092,600,300,8.4,600,12600,2
4093,600,300,7.6,600,40800,2
4094,300,0,6,300,300,2
4095,300,600,21.2,300,0,2
4096,600,300,21.2,600,900,2
4097,900,0,18,900,0,2
4098,600,300,6.8,600,0,2
4099,600,300,6.4,600,0,2
4100,300,900,4.8,300,0,2
4101,600,300,6,600,300,2
4102,600,900,5.2,600,300,2
4103,600,300,5.2,600,300,2
4104,600,300,6,600,300,2
4105,600,600,6,600,300,2
4106,900,300,5.2,900,300,2
4107,900,300,4.8,900,300,2
4108,600,300,6,600,600,2
4109,600,300,5.6,600,300,2
4110,600,600,4,600,300,2
4111,900,300,4,900,600,2
4112,600,300,4,600,900,2
4113,300,0,6.4,300,8700,2
4114,300,600,38,300,25500,2
4115,300,300,32.4,300,300,2
4116,600,600,16.8,600,300,2
4117,300,600,21.2,300,1800,2
4118,300,900,18,300,300,2
4119,300,900,18,300,0,2
4120,1200,300,14.8,1200,0,2
4121,900,300,9.2,900,0,2
4122,300,0,4.4,300,0,2
4123,300,0,4.4,300,600,2
4124,300,300,4.4,300,1200,2
4125,600,600,6,600,600,2
4126,300,0,4.4,300,600,2
4127,300,300,4,300,17400,2
